rel_path,filename,size_bytes,sha256,keys,model_type,seed,lambda,best_epoch,val_final_score,test_final_score,num_params
research/exp_zero_mean_head/artifacts/checkpoints/Model_C_Ordinary_L0_seed44.pth,Model_C_Ordinary_L0_seed44.pth,226997,e49e3e2ab95cfd943c98f674595b788d3da465bcb7fdf9713c71b65f5bce3551,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,44,0.0,10,82.40764551971205,82.25848342212429,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_D_ZeroMean_L0_seed42.pth,Model_D_ZeroMean_L0_seed42.pth,226997,530bc6cd3ef69e01f7cfe33e373891b889f6f0884b4ea97ee261227a2a5144c0,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.0,11,82.31848452726358,82.20823776392527,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_D_ZeroMean_L0_seed43.pth,Model_D_ZeroMean_L0_seed43.pth,226997,b18048767152dceae46bf80e15f2b2f2a651d1aa03a6c969573b7f2d89d5fa6c,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.0,9,82.3379349815106,82.2502680032505,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_D_ZeroMean_L0_seed44.pth,Model_D_ZeroMean_L0_seed44.pth,226997,1e81ba01b3e70479b8c32082c7e9972a0cf33697f4597079d29b47261c97cfe0,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,44,0.0,10,82.36802916362852,82.25014948422678,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_E_ZeroMean_L0.1_seed42.pth,Model_E_ZeroMean_L0.1_seed42.pth,227029,a202eb4da87ed16350133b9d756dbc3207322ede97a6748e0ad61a044d19bb5f,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.1,8,82.43510305631064,82.35727147220528,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_E_ZeroMean_L0.1_seed43.pth,Model_E_ZeroMean_L0.1_seed43.pth,227029,3b44ef9b915e75ff4dcb55e9e815f158c6676ab692a605012a7a1dece3a7caf2,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.1,9,82.50837945067667,82.43653981215043,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_E_ZeroMean_L0.1_seed44.pth,Model_E_ZeroMean_L0.1_seed44.pth,227029,4973c9e175d3879d0453cb8bea0e0ee3734aae83e8bff2ec9a0bcb4cc0810608,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,44,0.1,12,82.50280213233495,82.44876749989301,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_F_ZeroMean_L0.3_seed42.pth,Model_F_ZeroMean_L0.3_seed42.pth,227157,af529eea5d415665d8063fb6e3a5e2e9b34f8a6ec9fce5b041b97683706b34c1,"['model_id', 'seed', 'lambda', 'best_epoch', 'state_dict', 'val_scores', 'test_scores', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.3,0,unknown,unknown,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_F_ZeroMean_L0.3_seed43.pth,Model_F_ZeroMean_L0.3_seed43.pth,227157,dc91da89a784a7b52e20670f0cd0a13986bc87696d05404a224c186568824c97,"['model_id', 'seed', 'lambda', 'best_epoch', 'state_dict', 'val_scores', 'test_scores', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.3,0,unknown,unknown,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_G1_ZeroMean_L0.5_seed42.pth,Model_G1_ZeroMean_L0.5_seed42.pth,227173,f3e418a6bfc31aad56e96fdd46d30b015365a4f282f8ebf00fb1cd5e755ae1ff,"['model_id', 'seed', 'lambda', 'best_epoch', 'state_dict', 'val_scores', 'test_scores', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.5,0,unknown,unknown,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_G1_ZeroMean_L0.5_seed43.pth,Model_G1_ZeroMean_L0.5_seed43.pth,227173,c24dfc3beed99f89fe95c3b6e796cc13da0adedb7f1f54d9fc9aae50b94abe98,"['model_id', 'seed', 'lambda', 'best_epoch', 'state_dict', 'val_scores', 'test_scores', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.5,0,unknown,unknown,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_G2_ZeroMean_L1.0_seed42.pth,Model_G2_ZeroMean_L1.0_seed42.pth,227173,7ac3e282c1a00a3c8c4c5ac6b40ab7302021671334b2135bfd71a6545758a6c7,"['model_id', 'seed', 'lambda', 'best_epoch', 'state_dict', 'val_scores', 'test_scores', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,1.0,0,unknown,unknown,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_G2_ZeroMean_L1.0_seed43.pth,Model_G2_ZeroMean_L1.0_seed43.pth,227173,a3379887b002a561ee468c403536b3d9a82fe398f8cde79778bf6e86c78d7a9f,"['model_id', 'seed', 'lambda', 'best_epoch', 'state_dict', 'val_scores', 'test_scores', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,1.0,0,unknown,unknown,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.15_seed42.pth,Model_H_Ordinary_L0.15_seed42.pth,227045,8556cfd93e8e63aaf111cfa3cfd4d1b5377021e73b10f8494d19b38f5bb73ccf,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",OrdinaryResidualHead,42,0.15,11,82.53675900067941,82.4769168081947,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.15_seed43.pth,Model_H_Ordinary_L0.15_seed43.pth,227045,1459fa84eb4037c4cc593ccee1de992380014bbe15d4dc3387047c1140663ec2,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",OrdinaryResidualHead,43,0.15,12,82.52170171736194,82.43802771991994,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.15_seed44.pth,Model_H_Ordinary_L0.15_seed44.pth,227045,daf75b5fa7b32aa34a59daee3d2644703dcd8f52d986aa1b05ac435d63abee01,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",OrdinaryResidualHead,44,0.15,12,82.53140418464292,82.4679784164037,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.1_seed42.pth,Model_H_Ordinary_L0.1_seed42.pth,227029,d36c4d7da987066bd0ca6fa684b8aa4031fc5051e01576468407392996311657,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.1,12,82.48564886311932,82.40473795734424,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.1_seed43.pth,Model_H_Ordinary_L0.1_seed43.pth,227029,46dfda08e87d5f9b34cd5013460a715882b7ec461fd790ef2259373d5960af02,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.1,9,82.45477949351209,82.37663803939809,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.1_seed44.pth,Model_H_Ordinary_L0.1_seed44.pth,227029,9e769963b337033038b57b30c999379ec59276e661277e34a4256f49b1b46ecd,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,44,0.1,12,82.48336866654653,82.40415852083275,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.20_seed42.pth,Model_H_Ordinary_L0.20_seed42.pth,227045,1b447acbb2d585a94de32bb8dc3ad60ad12afd661b055e3d307abcef916664ec,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",OrdinaryResidualHead,42,0.2,11,82.57538050783648,82.5273712092001,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.20_seed43.pth,Model_H_Ordinary_L0.20_seed43.pth,227045,1313277af939a2d85565ac8e492636c57c6b6f852b698045c6e31e209a527920,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",OrdinaryResidualHead,43,0.2,11,82.5673567325358,82.51220876036342,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.20_seed44.pth,Model_H_Ordinary_L0.20_seed44.pth,227045,425eb0b0258cb7899b2a550bea15e017b00ea4510785810bf76cf2683e536767,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",OrdinaryResidualHead,44,0.2,12,82.63912951785565,82.61396614330815,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.25_seed42.pth,Model_H_Ordinary_L0.25_seed42.pth,227045,15a4d991c21b404623478f81ea5c6885cdcf0db5f4b9ce45270ba5ad7bf8ed64,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",OrdinaryResidualHead,42,0.25,11,82.65160412692028,82.61301244494666,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_H_Ordinary_L0.30_seed42.pth,Model_H_Ordinary_L0.30_seed42.pth,227045,89e6274073b5fbac9bfe709441c1a97433b36a1b10d1b811a734e969e7201573,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",OrdinaryResidualHead,42,0.3,11,82.6711462643546,82.63266877815975,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.03_seed42.pth,Model_S_ZeroMean_L0.03_seed42.pth,227045,a779153de10800a51c80d235a5f18d0b88e0db8159df375bb2e5d36eaeafbc5a,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.03,11,82.36528182502613,82.2747744443247,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.03_seed43.pth,Model_S_ZeroMean_L0.03_seed43.pth,227045,0d9b7f2998d14194d203282756c7f01ec82e8a86b0acb31090d36c42f4bf6aea,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.03,9,82.37651544688453,82.28841774956695,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.05_seed42.pth,Model_S_ZeroMean_L0.05_seed42.pth,227045,1188b9179d1991dbc25545bc75b33c2d4b6178b0fb14dfa77af6369b5ac1c3ba,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.05,11,82.4055145584055,82.31330144755124,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.05_seed43.pth,Model_S_ZeroMean_L0.05_seed43.pth,227045,3eae8eae7e94a0377417ba44ff4faf19aef1969ed507486a651d1862aa6f5354,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.05,9,82.40401656661231,82.32579142983279,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.075_seed42.pth,Model_S_ZeroMean_L0.075_seed42.pth,227061,82fc97fee55c956d44e9f61e9ed278c0bde023762a71b0bd32ea0d1899995f7b,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.075,11,82.41934999762314,82.33116812907275,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.075_seed43.pth,Model_S_ZeroMean_L0.075_seed43.pth,227061,84b8c09a9adef0581fe2aaa47cbe340a12b42a167fd0400e7ee37ac8d20e75cc,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.075,9,82.44857623461768,82.37015755104115,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.15_seed42.pth,Model_S_ZeroMean_L0.15_seed42.pth,227045,14c7766887f77c1a1e6a837f5e31393444351917e7dfb6d4ee0776b14aacba38,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.15,10,82.52342966556118,82.4516164056244,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.15_seed43.pth,Model_S_ZeroMean_L0.15_seed43.pth,227045,0973e4238b7a3e3336e8cf566b31f26878fa734abe949a1ac90ea1f85ce4033c,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.15,9,82.5485487924628,82.47977543065896,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.20_seed42.pth,Model_S_ZeroMean_L0.20_seed42.pth,227045,c64875eb4f22f274846ebf3f7ff438e687d5aff81ac45242c84d7002bdf2a6d6,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,42,0.2,12,82.61789168324957,82.54610216164723,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.20_seed43.pth,Model_S_ZeroMean_L0.20_seed43.pth,227045,369813fedd0aea0ec2e1f5bd387fe015ac2bd57b85eb761ae5c9251aa5ae3ab4,"['model_id', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",unknown,43,0.2,10,82.59818436430409,82.54487108003322,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.20_seed44.pth,Model_S_ZeroMean_L0.20_seed44.pth,227045,fec030abcf2f2b309a1fc44a456dddd28da5021b4cb996935149eacf6eeb3b20,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",ZeroMeanResidualHead,44,0.2,9,82.62327084608572,82.57876914481385,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.225_seed42.pth,Model_S_ZeroMean_L0.225_seed42.pth,227061,036d90cc8c6df40f55ea63a324654c6079a58e026e57167737f852746aba19be,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",ZeroMeanResidualHead,42,0.225,12,82.6293514120703,82.58475066563827,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.225_seed43.pth,Model_S_ZeroMean_L0.225_seed43.pth,227061,87357b9e48a5e9d2c4b77684e4da19713abf2acea2665618ec99e72d3d978a6f,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",ZeroMeanResidualHead,43,0.225,10,82.64590379937579,82.63065822339371,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.25_seed42.pth,Model_S_ZeroMean_L0.25_seed42.pth,227045,f5246fbbd9e9f45a2363ac3d669c49091419bd4f4b01295298134977bd3f6c58,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",ZeroMeanResidualHead,42,0.25,12,82.7101674330006,82.6779419263555,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.25_seed43.pth,Model_S_ZeroMean_L0.25_seed43.pth,227045,28e5fb40eff6548795e1bf12fa02a2f5e7dd4f86b2ed65a7ba9b82f377620251,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",ZeroMeanResidualHead,43,0.25,10,82.67568456289578,82.67503767586952,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.30_seed42.pth,Model_S_ZeroMean_L0.30_seed42.pth,227045,91fff6b609074c92c50bd7c9f0f76b6f408eaa583ab0aba48855e262b2edf58d,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",ZeroMeanResidualHead,42,0.3,10,82.73408700746107,82.69563364384354,55528
research/exp_zero_mean_head/artifacts/checkpoints/Model_S_ZeroMean_L0.30_seed43.pth,Model_S_ZeroMean_L0.30_seed43.pth,227045,2724fe6d8ff93d1e1c4edcbae5a3a5aaddafe12b8a41aed9e695fbc58c101369,"['model_type', 'seed', 'lambda', 'best_epoch', 'val_final_score', 'test_final_score', 'state_dict', 'norm_mean', 'norm_std', 'residual_std']",ZeroMeanResidualHead,43,0.3,12,82.7451775008679,82.70964327050616,55528
research/score_followup/kaggle_results/architecture_screen/champion_transport_seed42.pth,champion_transport_seed42.pth,227493,49879be2936a154915be603c6766a6cc670a292c74902e04de5d903586940cb8,"['state_dict', 'residual_std', 'norm_mean', 'norm_std', 'config', 'base', 'prior', 'seed', 'best_epoch']",unknown,42,unknown,12,unknown,unknown,55528
research/score_followup/kaggle_results/architecture_screen/champion_transport_seed43.pth,champion_transport_seed43.pth,227493,e0b61cae9b01004fafe9ed0e412469a8e2e86721ef0477e5f222073f7038a6fc,"['state_dict', 'residual_std', 'norm_mean', 'norm_std', 'config', 'base', 'prior', 'seed', 'best_epoch']",unknown,43,unknown,10,unknown,unknown,55528
research/score_followup/kaggle_results/architecture_screen/champion_zero_transport_seed42.pth,champion_zero_transport_seed42.pth,227573,27257389f4df7b9a0d38835ddc41f43e0b3949173fef6a5aa31f926b2192ed60,"['state_dict', 'residual_std', 'norm_mean', 'norm_std', 'config', 'base', 'prior', 'seed', 'best_epoch']",unknown,42,unknown,12,unknown,unknown,55528
research/score_followup/kaggle_results/architecture_screen/champion_zero_transport_seed43.pth,champion_zero_transport_seed43.pth,227573,9c240b443b1f17278ccdab84c147bc2a4de5c5a69d9319e4c5272386100c0659,"['state_dict', 'residual_std', 'norm_mean', 'norm_std', 'config', 'base', 'prior', 'seed', 'best_epoch']",unknown,43,unknown,11,unknown,unknown,55528
research/score_followup/kaggle_results/architecture_screen/history_mean_transport_seed42.pth,history_mean_transport_seed42.pth,227557,b68bc03dc548453b3b4ced957cff77299c848603a420ff27a86aa74ce9473d3a,"['state_dict', 'residual_std', 'norm_mean', 'norm_std', 'config', 'base', 'prior', 'seed', 'best_epoch']",unknown,42,unknown,12,unknown,unknown,55528
research/score_followup/kaggle_results/architecture_screen/history_mean_transport_seed43.pth,history_mean_transport_seed43.pth,227557,20e8dacbfadc718869ae3fc5e1b059f23ba6c5854c4fbf642912e4647c25b8fe,"['state_dict', 'residual_std', 'norm_mean', 'norm_std', 'config', 'base', 'prior', 'seed', 'best_epoch']",unknown,43,unknown,11,unknown,unknown,55528
research/score_followup/kaggle_results/architecture_screen/history_mean_zero_transport_seed42.pth,history_mean_zero_transport_seed42.pth,227701,bb3e481a45b82eda77b69a14727ea53ca7d0016aff1ab28c86fb41399407bf85,"['state_dict', 'residual_std', 'norm_mean', 'norm_std', 'config', 'base', 'prior', 'seed', 'best_epoch']",unknown,42,unknown,12,unknown,unknown,55528
research/score_followup/kaggle_results/architecture_screen/history_mean_zero_transport_seed43.pth,history_mean_zero_transport_seed43.pth,227701,692cbb55489537d287bdb5afbd160bea8c8834eeaa77e30a894e3dd2395847e7,"['state_dict', 'residual_std', 'norm_mean', 'norm_std', 'config', 'base', 'prior', 'seed', 'best_epoch']",unknown,43,unknown,10,unknown,unknown,55528
